Identifier,Country name,Series code,SCALE,Decimals,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011
8651,Botswana,IE.PPI.TELE.CD,0,0,..,..,..,..,..,..,..,..,80000000,17000000,17000000,17000000,17000000,17000000,17000000,19000000,18000000,28000000,51860000,86000000,59000000,..
8652,Central African Republic,IE.PPI.TELE.CD,0,0,..,..,..,..,..,1100000,..,..,..,..,..,..,..,..,0,0,0,12000000,2800000,6000000,10000000,..
8653,Canada,IE.PPI.TELE.CD,0,0,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
8654,Switzerland,IE.PPI.TELE.CD,0,0,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
8655,Channel Islands,IE.PPI.TELE.CD,0,0,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
8656,Chile,IE.PPI.TELE.CD,0,0,472600000,378600000,0,46000000,49900000,53000000,131000000,136000000,158100000,195400000,351700000,393600000,218980000,98390000,85180000,112870000,224870000,159010000,405700000,365300000,171800000,..
8657,China,IE.PPI.TELE.CD,0,0,..,..,..,..,..,..,..,3970000000,..,2000000000,5653000000,325000000,1430000000,0,1140000000,0,0,..,..,..,..,..
8658,Cote d'Ivoire,IE.PPI.TELE.CD,0,0,..,..,..,..,..,..,10000000,694000000,48300000,0,75100000,7500000,7500000,0,24800000,20000000,13000000,253700000,300700000,318000000,319000000,..
8659,Cameroon,IE.PPI.TELE.CD,0,0,..,..,..,..,..,..,..,..,..,12700000,95000000,54400000,66000000,89000000,61000000,29000000,63000000,149400000,211000000,278000000,233000000,..
8660,"Congo, Rep.",IE.PPI.TELE.CD,0,0,..,..,..,..,..,4600000,..,42500000,0,7600000,35200000,19600000,7000000,0,0,0,10000000,90000000,120700000,110000000,77000000,..
8661,Cook Islands,IE.PPI.TELE.CD,0,0,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
8662,Colombia,IE.PPI.TELE.CD,0,0,..,..,..,..,1354700000,196500000,131200000,485800000,544800000,26000000,110500000,89300000,163400000,153900000,198400000,855400000,1632600000,1071400000,1691000000,899700000,1053200000,..
8663,Comoros,IE.PPI.TELE.CD,0,0,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
8664,Cape Verde,IE.PPI.TELE.CD,0,0,..,..,..,..,..,20000000,..,..,..,..,..,..,0,..,0,..,..,0,4700000,23000000,16000000,..
8665,Costa Rica,IE.PPI.TELE.CD,0,0,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
8666,Cuba,IE.PPI.TELE.CD,0,0,..,..,..,5000000,366000000,..,..,..,..,..,0,0,60000000,..,0,0,0,0,0,0,..,..
8667,Curacao,IE.PPI.TELE.CD,0,0,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
8668,Cayman Islands,IE.PPI.TELE.CD,0,0,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
8669,Cyprus,IE.PPI.TELE.CD,0,0,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
8670,Czech Republic,IE.PPI.TELE.CD,0,0,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
8671,Germany,IE.PPI.TELE.CD,0,0,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
8672,Djibouti,IE.PPI.TELE.CD,0,0,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
8673,Dominica,IE.PPI.TELE.CD,0,0,..,..,..,..,..,..,..,..,..,..,..,..,0,..,..,0,5000000,0,0,0,..,..
8674,Denmark,IE.PPI.TELE.CD,0,0,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
8675,Dominican Republic,IE.PPI.TELE.CD,0,0,..,..,0,..,5000000,5000000,60000000,24000000,74000000,..,0,116500000,158700000,16200000,51400000,50200000,31000000,46120000,33000000,110000000,..,..
8676,Algeria,IE.PPI.TELE.CD,0,0,..,..,..,..,..,..,..,..,..,..,..,368500000,133000000,520000000,1129000000,1272000000,702000000,561000000,264000000,398000000,237000000,..
8677,East Asia & Pacific,IE.PPI.TELE.CD,0,0,..,..,..,..,..,..,..,9289000000,..,4581100000,7618950000,5042600000,5190740000,3076800000,4906300000,3544700000,4662000000,..,..,..,..,..
8678,Europe & Central Asia,IE.PPI.TELE.CD,0,0,..,..,..,..,663800000,818420000,1871400000,6801300000,4755700000,3704900000,8628700000,3723600000,4709819000,6453620000,9503210000,17983140000,15411632000,15626210000,18815500000,14321800000,11912300000,..
8679,Ecuador,IE.PPI.TELE.CD,0,0,..,..,..,..,27600000,23600000,126800000,296000000,250000000,0,20000000,13000000,23000000,65100000,75900000,160800000,230800000,212700000,1062100000,259100000,238600000,..
8680,"Egypt, Arab Rep.",IE.PPI.TELE.CD,0,0,..,..,..,..,..,..,..,..,1522100000,392400000,495900000,391600000,345400000,120000000,292000000,1827000000,3751000000,1908000000,1414000000,1791000000,2113000000,..
8681,Euro area,IE.PPI.TELE.CD,0,0,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
8682,Eritrea,IE.PPI.TELE.CD,0,0,..,..,..,..,..,..,..,..,..,..,..,40000000,..,..,..,..,..,0,0,0,0,..
8683,Spain,IE.PPI.TELE.CD,0,0,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
8684,Estonia,IE.PPI.TELE.CD,0,0,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
8685,Ethiopia,IE.PPI.TELE.CD,0,0,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0,..
8686,Finland,IE.PPI.TELE.CD,0,0,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
8687,Fiji,IE.PPI.TELE.CD,0,0,..,..,..,..,21000000,2100000,2900000,2900000,2900000,2900000,2900000,2900000,2900000,2900000,13900000,24000000,49800000,0,90250000,0,0,..
8688,France,IE.PPI.TELE.CD,0,0,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
8689,Faeroe Islands,IE.PPI.TELE.CD,0,0,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
8690,"Micronesia, Fed. Sts.",IE.PPI.TELE.CD,0,0,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0,..,..
8691,Gabon,IE.PPI.TELE.CD,0,0,..,..,..,..,..,..,..,..,..,8400000,12300000,5300000,9000000,0,0,0,0,131400000,56400000,91000000,125000000,..
8692,United Kingdom,IE.PPI.TELE.CD,0,0,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
8693,Georgia,IE.PPI.TELE.CD,0,0,..,..,..,11600000,0,10000000,10000000,21000000,10000000,10000000,37800000,15000000,15000000,38541000,36500000,58500000,383000000,50000000,106000000,122000000,60960000,..
8694,Ghana,IE.PPI.TELE.CD,0,0,..,..,20000000,..,..,5000000,424000000,35100000,27000000,0,0,12000000,12000000,275000,80600000,51600000,215000000,420000000,1434000000,847000000,290000000,..
8695,Gibraltar,IE.PPI.TELE.CD,0,0,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
8696,Guinea,IE.PPI.TELE.CD,0,0,..,..,..,..,..,45000000,20300000,47000000,8000000,..,6000000,..,0,12000000,0,32600000,48000000,18000000,89200000,87000000,71000000,..
8697,"Gambia, The",IE.PPI.TELE.CD,0,0,..,..,..,..,..,..,..,..,..,..,..,6600000,..,..,0,0,0,35000000,0,0,0,..
8698,Guinea-Bissau,IE.PPI.TELE.CD,0,0,..,..,..,..,..,..,..,..,..,..,..,2800000,..,0,6300000,600000,0,35500000,24700000,28000000,19000000,..
8699,Equatorial Guinea,IE.PPI.TELE.CD,0,0,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
8700,Greece,IE.PPI.TELE.CD,0,0,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
8701,Grenada,IE.PPI.TELE.CD,0,0,6100000,6100000,6100000,6100000,6100000,6100000,6600000,6600000,..,..,..,..,..,10000000,0,0,0,0,0,0,..,..
8702,Greenland,IE.PPI.TELE.CD,0,0,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
8703,Guatemala,IE.PPI.TELE.CD,0,0,0,..,..,..,..,20000000,16000000,28000000,940000000,362300000,97000000,54700000,129400000,50300000,108800000,119900000,276000000,504100000,525000000,206300000,213000000,..
8704,Guam,IE.PPI.TELE.CD,0,0,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
8705,Guyana,IE.PPI.TELE.CD,0,0,..,16500000,10400000,10400000,10400000,10400000,10400000,10400000,10400000,10400000,11000000,19700000,20800000,0,37000000,0,0,26000000,0,0,..,..
8706,High income,IE.PPI.TELE.CD,0,0,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
8707,"Hong Kong SAR, China",IE.PPI.TELE.CD,0,0,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
8708,Honduras,IE.PPI.TELE.CD,0,0,..,..,..,..,..,..,13100000,25000000,6600000,6600000,6600000,6600000,6600000,60000000,14460000,40700000,89200000,230700000,334000000,276600000,70500000,..
8709,Croatia,IE.PPI.TELE.CD,0,0,..,..,..,..,..,..,..,..,28000000,950000000,..,447500000,114000000,157000000,279900000,207300000,588000000,1813000000,634000000,..,..,..
8710,Haiti,IE.PPI.TELE.CD,0,0,..,..,..,..,..,..,..,..,1500000,101000000,..,..,18000000,..,..,0,130000000,176000000,0,0,..,..
8711,Hungary,IE.PPI.TELE.CD,0,0,..,..,..,..,..,..,943200000,1736600000,622700000,1240000000,1027600000,1190500000,934000000,701800000,678800000,640100000,660290000,863000000,..,..,..,..
8712,Indonesia,IE.PPI.TELE.CD,0,0,..,..,..,250000000,1249000000,1804000000,3694000000,1510600000,579300000,1259600000,642300000,1421300000,1321500000,939500000,895000000,1337600000,1676100000,3516600000,2876000000,1832900000,1107900000,..
8713,Isle of Man,IE.PPI.TELE.CD,0,0,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
8714,India,IE.PPI.TELE.CD,0,0,..,..,..,..,96700000,682800000,1228700000,3827000000,672900000,1045400000,681600000,3415100000,5008400000,2079700000,3701220000,5665750000,6823200000,8168250000,9933800000,7829800000,20335300000,..
8715,Ireland,IE.PPI.TELE.CD,0,0,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
8716,"Iran, Islamic Rep.",IE.PPI.TELE.CD,0,0,..,..,..,..,..,5000000,23000000,..,..,..,..,..,5000000,0,340000000,350000000,0,221000000,802000000,483000000,486000000,..
8717,Iraq,IE.PPI.TELE.CD,0,0,..,..,..,..,..,..,..,..,..,..,..,..,..,420000000,89000000,475000000,90000000,3700000000,284000000,447000000,456000000,..
8718,Iceland,IE.PPI.TELE.CD,0,0,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
8719,Israel,IE.PPI.TELE.CD,0,0,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
8720,Italy,IE.PPI.TELE.CD,0,0,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
8721,Jamaica,IE.PPI.TELE.CD,0,0,84000000,..,..,40000000,45000000,45000000,45000000,45000000,45000000,11000000,..,344500000,105000000,149100000,13400000,0,102400000,4300000,7500000,5400000,38300000,..
8722,Jordan,IE.PPI.TELE.CD,0,0,..,..,..,..,43000000,..,17000000,800000,10300000,11800000,583900000,192100000,152000000,81700000,438300000,141000000,363600000,30700000,90300000,164000000,301000000,..
8723,Japan,IE.PPI.TELE.CD,0,0,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
8724,Kazakhstan,IE.PPI.TELE.CD,0,0,..,..,..,..,30000000,..,..,1370000000,86000000,177500000,75000000,64500000,115000000,139000000,275700000,484500000,635200000,876100000,1062600000,596300000,596300000,..
8725,Kenya,IE.PPI.TELE.CD,0,0,..,..,..,..,..,..,..,..,..,193000000,130000000,108000000,108000000,108000000,559000000,421000000,619000000,877000000,1199800000,278000000,492000000,..
8726,Kyrgyz Republic,IE.PPI.TELE.CD,0,0,..,..,..,..,..,..,12000000,88000000,..,800000,0,5000000,600000,4700000,600000,600000,35900000,5000000,75000000,0,14300000,..
8727,Cambodia,IE.PPI.TELE.CD,0,0,..,..,12600000,17500000,..,1500000,8000000,78000000,13800000,1100000,2400000,12000000,28370000,17000000,7500000,68800000,3100000,165800000,37000000,222580000,18250000,..
8728,Kiribati,IE.PPI.TELE.CD,0,0,0,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
8729,St. Kitts and Nevis,IE.PPI.TELE.CD,0,0,..,..,..,..,..,..,..,3100000,5000000,3200000,4200000,..,..,8300000,13400000,0,0,0,0,0,..,..
8730,"Korea, Rep.",IE.PPI.TELE.CD,0,0,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
8731,Kosovo,IE.PPI.TELE.CD,0,0,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,275000000,64000000,41000000,5100000,..
8732,Kuwait,IE.PPI.TELE.CD,0,0,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
8733,Latin America & Caribbean,IE.PPI.TELE.CD,0,0,..,..,..,..,..,..,9499600000,12750800000,37120100000,17858200000,16618300000,21870240000,9721920000,7099390000,10771790000,12853730000,14807470000,16076110000,23162100000,14934400000,16718850000,..
8734,Lao PDR,IE.PPI.TELE.CD,0,0,..,..,..,..,..,..,92000000,..,1400000,6700000,5450000,12300000,19670000,6100000,34100000,10100000,10000000,0,0,125000000,0,..
8735,Lebanon,IE.PPI.TELE.CD,0,0,..,..,..,..,50000000,50000000,83000000,140000000,119700000,93000000,46400000,53800000,37900000,0,0,0,0,0,0,0,0,..
8736,Liberia,IE.PPI.TELE.CD,0,0,..,..,..,..,..,..,..,..,..,..,..,0,..,0,54500000,15800000,10530000,17000000,22300000,24000000,15000000,..
8737,Libya,IE.PPI.TELE.CD,0,0,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
8738,St. Lucia,IE.PPI.TELE.CD,0,0,..,..,..,..,..,..,..,..,..,..,..,..,..,15000000,15000000,0,0,0,0,0,..,..
8739,Low income,IE.PPI.TELE.CD,0,0,..,..,..,..,..,..,..,..,..,..,..,..,689970000,830550000,1593360000,1532450000,3234430000,4984400000,5241750000,3683980000,4471050000,..
8740,Liechtenstein,IE.PPI.TELE.CD,0,0,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
8741,Sri Lanka,IE.PPI.TELE.CD,0,0,..,..,..,41600000,2000000,0,140000000,268300000,38300000,113300000,159400000,8600000,121700000,90000000,120400000,214500000,232600000,386500000,300400000,292400000,71600000,..
8742,Lower middle income,IE.PPI.TELE.CD,0,0,..,..,..,..,2644200000,3566900000,7704200000,9778100000,5675160000,6096300000,6099550000,9310640000,9909129000,8147455000,14230030000,20561140000,24004790000,32403830000,29268050000,24285500000,34371900000,..
8743,Low & middle income,IE.PPI.TELE.CD,0,0,..,..,..,..,..,..,..,34989850000,..,32160350000,40029200000,39863490000,30006529000,25397555000,41573630000,55284240000,61451712000,69858170000,77152300000,59575540000,71187630000,..
8744,Lesotho,IE.PPI.TELE.CD,0,0,..,..,..,..,..,..,10000000,..,2500000,3200000,2800000,29000000,30100000,12000000,11500000,3000000,5530000,4800000,9300000,11000000,11000000,..
8745,Lithuania,IE.PPI.TELE.CD,0,0,..,..,30000000,..,..,44220000,20000000,49000000,551500000,168000000,387800000,118500000,175300000,113900000,99500000,98000000,119000000,193200000,103000000,75000000,57970000,..
8746,Luxembourg,IE.PPI.TELE.CD,0,0,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
8747,Latvia,IE.PPI.TELE.CD,0,0,..,..,20000000,..,160000000,50000000,70000000,107200000,198600000,175100000,181100000,122500000,97000000,98400000,70000000,131000000,117400000,137700000,125000000,88000000,..,..
8748,"Macao SAR, China",IE.PPI.TELE.CD,0,0,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
8749,St. Martin (French part),IE.PPI.TELE.CD,0,0,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
8750,Morocco,IE.PPI.TELE.CD,0,0,..,..,..,..,..,..,..,..,..,1240000000,2135000000,268000000,100000000,100000000,2910500000,626000000,750600000,716000000,843000000,240000000,1124000000,..
8751,Monaco,IE.PPI.TELE.CD,0,0,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
8752,Moldova,IE.PPI.TELE.CD,0,0,..,..,..,..,..,..,..,0,34800000,49800000,0,0,0,0,9600000,36500000,34000000,163300000,101000000,94000000,34530000,..
8753,Madagascar,IE.PPI.TELE.CD,0,0,..,..,..,..,5000000,..,20000000,10000000,0,..,0,0,0,0,12600000,0,0,119600000,102150000,83000000,132000000,..
8754,Maldives,IE.PPI.TELE.CD,0,0,..,..,..,..,..,2400000,4600000,2200000,1700000,21300000,1700000,2600000,430000,8600000,0,40000000,0,0,0,0,11600000,..
8755,Mexico,IE.PPI.TELE.CD,0,0,2198000000,4299000000,3245000000,3154000000,2944000000,2191000000,1963000000,1409800000,2891200000,2302500000,2269400000,4193500000,2929500000,2302700000,3463400000,3599460000,2880200000,3325400000,3872100000,2544900000,3668000000,..
8756,Marshall Islands,IE.PPI.TELE.CD,0,0,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
8757,Middle income,IE.PPI.TELE.CD,0,0,..,..,..,..,..,..,..,34664450000,..,31542850000,39474000000,39263990000,29316559000,24567005000,39980270000,53751790000,58217282000,64873770000,71910550000,55891560000,66716580000,..
8758,"Macedonia, FYR",IE.PPI.TELE.CD,0,0,..,..,..,..,..,..,..,..,..,..,..,428500000,73000000,91100000,114000000,0,102000000,151000000,131600000,105000000,85810000,..
8759,Mali,IE.PPI.TELE.CD,0,0,..,..,..,..,..,..,..,..,..,..,..,..,82600000,0,0,0,0,87000000,67000000,429000000,254000000,..
8760,Malta,IE.PPI.TELE.CD,0,0,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
8761,Myanmar,IE.PPI.TELE.CD,0,0,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
8762,Middle East & North Africa,IE.PPI.TELE.CD,0,0,..,..,..,..,..,..,..,..,..,..,..,..,1310450000,1360350000,5755450000,5009150000,8316000000,7293300000,3941800000,4565000000,5854000000,..
8763,Montenegro,IE.PPI.TELE.CD,0,0,..,..,..,..,..,0,35000000,..,..,5000000,10000000,10000000,10100000,0,30000000,188000000,16000000,102500000,55500000,38000000,5500000,..
8764,Mongolia,IE.PPI.TELE.CD,0,0,..,..,..,..,..,13100000,0,0,3060000,5700000,11000000,6600000,2500000,2000000,0,0,0,0,0,0,0,..
8765,Northern Mariana Islands,IE.PPI.TELE.CD,0,0,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
8766,Mozambique,IE.PPI.TELE.CD,0,0,..,..,..,..,..,..,..,10000000,..,19000000,..,0,0,76000000,33000000,14000000,15600000,65600000,23000000,52000000,80000000,..
8767,Mauritania,IE.PPI.TELE.CD,0,0,..,..,..,..,..,..,..,..,..,..,42500000,48000000,1600000,..,0,0,20000000,30100000,40000000,43000000,133000000,..
8768,Mauritius,IE.PPI.TELE.CD,0,0,..,..,..,..,..,..,..,..,..,..,..,338200000,27400000,1700000,25700000,0,0,4100000,13000000,20000000,26000000,..
8769,Malawi,IE.PPI.TELE.CD,0,0,..,..,..,..,..,8000000,..,..,2000000,13100000,4700000,4700000,26000000,900000,0,0,30500000,37000000,57200000,73000000,116000000,..
8770,Malaysia,IE.PPI.TELE.CD,0,0,870000000,78500000,78500000,78500000,748000000,1012000000,1033200000,672800000,174500000,296100000,276400000,418500000,475200000,438200000,1203600000,483000000,487000000,595000000,882440000,778160000,947330000,..
8771,Mayotte,IE.PPI.TELE.CD,0,0,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
8772,Namibia,IE.PPI.TELE.CD,0,0,..,..,..,..,..,20000000,8750000,8750000,8750000,8750000,8750000,8750000,8750000,8750000,..,..,..,8500000,0,0,..,..
8773,New Caledonia,IE.PPI.TELE.CD,0,0,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
8774,Niger,IE.PPI.TELE.CD,0,0,..,..,..,..,..,..,..,..,..,..,13100000,20700000,4500000,47200000,0,0,0,110000000,54700000,87000000,107000000,..
8775,Nigeria,IE.PPI.TELE.CD,0,0,..,..,0,0,0,0,0,22000000,28000000,19000000,75700000,970000000,848000000,1674000000,1070000000,2312000000,2535050000,2761000000,2995000000,3057000000,3036000000,..
8776,Nicaragua,IE.PPI.TELE.CD,0,0,..,..,..,3300000,3300000,3300000,1200000,20000000,..,..,..,33000000,68040000,8600000,70700000,38200000,75800000,95400000,156000000,52900000,132100000,..
8777,Niue,IE.PPI.TELE.CD,0,0,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
8778,Netherlands,IE.PPI.TELE.CD,0,0,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
8779,Norway,IE.PPI.TELE.CD,0,0,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
8780,Nepal,IE.PPI.TELE.CD,0,0,..,..,..,..,..,..,..,..,..,..,15100000,..,4900000,0,43300000,46000000,12000000,14000000,0,0,0,..
8781,Nauru,IE.PPI.TELE.CD,0,0,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
8782,New Zealand,IE.PPI.TELE.CD,0,0,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
8783,Oman,IE.PPI.TELE.CD,0,0,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
8784,Pakistan,IE.PPI.TELE.CD,0,0,19900000,19900000,19900000,19900000,501900000,20500000,18000000,31000000,6000000,..,76700000,60000000,170000000,240000000,1683500000,4364700000,2473000000,2740500000,2255500000,1266500000,271000000,..
8785,Panama,IE.PPI.TELE.CD,0,0,..,..,..,..,..,..,112600000,1265600000,28000000,23000000,..,..,..,55700000,78600000,77100000,96500000,134000000,878000000,115500000,38200000,..
8786,Peru,IE.PPI.TELE.CD,0,0,10000000,..,..,..,1635000000,923700000,2140800000,648100000,501900000,560000000,603700000,770300000,143800000,150800000,258000000,314800000,409800000,707200000,842400000,683800000,547900000,..
8787,Philippines,IE.PPI.TELE.CD,0,0,54200000,54200000,54200000,54200000,735000000,593200000,1191500000,2400900000,546700000,626000000,384200000,1157000000,706400000,767100000,929600000,672100000,618900000,1525500000,1208600000,824000000,995000000,..
8788,Palau,IE.PPI.TELE.CD,0,0,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
8789,Papua New Guinea,IE.PPI.TELE.CD,0,0,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,150000000,0,0,..,..
8790,Poland,IE.PPI.TELE.CD,0,0,..,150000000,41000000,41000000,41000000,206000000,1257800000,724330000,1913630000,811430000,6796530000,3386730000,1780230000,1762630000,1649000000,1425000000,1379000000,2515000000,2281000000,1575000000,..,..
8791,Puerto Rico,IE.PPI.TELE.CD,0,0,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
8792,"Korea, Dem. Rep.",IE.PPI.TELE.CD,0,0,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,400000000,27000000,47000000,..
8793,Portugal,IE.PPI.TELE.CD,0,0,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
8794,Paraguay,IE.PPI.TELE.CD,0,0,..,..,3400000,14900000,14900000,14900000,14900000,70500000,87000000,72000000,30000000,70000000,20000000,20000000,17600000,41400000,166500000,153200000,178800000,92900000,45000000,..
8795,French Polynesia,IE.PPI.TELE.CD,0,0,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
8796,Qatar,IE.PPI.TELE.CD,0,0,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
8797,Romania,IE.PPI.TELE.CD,0,0,..,..,..,5000000,..,..,227300000,345000000,1022500000,478000000,784500000,550500000,347500000,603400000,635000000,986000000,477000000,1518910000,1409000000,912000000,679500000,..
8798,Russian Federation,IE.PPI.TELE.CD,0,0,..,18200000,18700000,53500000,359300000,553400000,607400000,3205100000,633000000,640200000,1829300000,1354900000,2864570000,4142010000,5952310000,5906300000,6131030000,6178100000,7197100000,5162300000,6314100000,..
8799,Rwanda,IE.PPI.TELE.CD,0,0,..,..,..,..,..,..,..,..,0,8000000,8000000,8000000,7800000,7800000,7700000,33000000,10000000,114400000,43600000,183000000,63000000,..
8800,South Asia,IE.PPI.TELE.CD,0,0,..,..,..,..,600600000,735700000,1556700000,4202500000,744900000,1322700000,1008600000,3547600000,5436330000,2692300000,6124420000,10975050000,11226700000,12898050000,13570700000,9820700000,21210000000,..
8801,Saudi Arabia,IE.PPI.TELE.CD,0,0,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
8802,Sudan,IE.PPI.TELE.CD,0,0,..,..,0,..,..,..,6000000,0,0,12300000,0,0,0,266200000,203000000,278500000,706300000,478000000,207000000,357000000,478000000,..
8803,Senegal,IE.PPI.TELE.CD,0,0,..,..,..,..,..,..,..,159700000,55300000,58900000,79300000,63500000,94000000,95300000,104000000,157000000,212000000,567000000,298000000,256000000,236000000,..
8804,Singapore,IE.PPI.TELE.CD,0,0,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
8805,Small island developing states,IE.PPI.TELE.CD,0,0,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,329600000,502020000,208150000,186400000,..,..
8806,Solomon Islands,IE.PPI.TELE.CD,0,0,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,4500000,5400000,0,0,0,..,..
8807,Sierra Leone,IE.PPI.TELE.CD,0,0,..,..,..,..,..,..,..,..,3500000,3500000,3000000,9500000,6000000,15000000,15000000,250000,40000000,26300000,21900000,23000000,38000000,..
8808,El Salvador,IE.PPI.TELE.CD,0,0,..,..,..,0,..,..,45000000,20500000,367000000,287700000,202400000,198640000,134400000,56300000,365800000,153100000,171500000,411480000,231800000,87100000,135700000,..
8809,San Marino,IE.PPI.TELE.CD,0,0,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
8810,Somalia,IE.PPI.TELE.CD,0,0,..,..,..,..,..,..,..,0,0,..,1000000,9000000,2000000,0,0,1400000,0,0,0,0,0,..
